.,Spanish
EventHistorySearchHall_2_Clue_Success_2.text,Después de leer detenidamente las cartas te das cuenta de que son respuestas a invitaciones. En ellas se indicaban las fechas en las que los emisores estarían en casa de los Williams. \n\n Para cada  carta hay una carta del banco emitida 7 días después de la fecha de la visita en la que se dice que el Sr. Williams había recibido grandes sumas de dinero exactamente de esas personas. \n\n Si, como parece evidente, esas personas han muerto, la historia encajaría con lo que Bob te contó. \n\n {qst:R1CLUE}.
EventHistorySearchHall_2_Clue_Success_1.text,Después de leer detenidamente las cartas te das cuenta de que son respuestas a invitaciones. En ellas se indicaban las fechas en las que los emisores estarían en casa de los Williams. \n\n Para cada  carta hay una carta del banco emitida 7 días después de la fecha de la visita en la que se dice que el Sr. Williams había recibido grandes sumas de dinero exactamente de esas personas. \n\n Si, como parece evidente, esas personas han muerto, la historia encajaría con lo que Bob te contó. \n\n {qst:R1CLUE}.
EventHistorySearchBedRoom_3_Shriveling.text,La ropa de este sitio es inservible, a excepción de dos batas de diferentes tamaños y bordadas con varios tentáculos que están perfectamente dobladas. Debajo de las batas hay un pergamino de cuero. \n\n {qst:R1CLUE} y el Hechizo {c:QItemShriveling}.
UIPrologueText.uitext,«Jarra vacía» Bob prácticamente vivía en el bar que frecuentáis. Sin embargo llevaba desaparecido unos días. Cuando por fin regresó, iba tan mal vestido como de costumbre y su olor era incluso un poco peor. \n\n En lugar de ir a la barra como siempre parecía estar buscando a alguien en el bar y, cuando os vio se dirigió a vuestra mesa tan rápidamente como le permitieron sus piernas, ignorando la llamada de los demás parroquianos. \n\n No pidió una copa o algo de dinero como solía hacer, sino que acercó una silla, se sentó y habló más sobrio de lo que jamás le habíais visto hasta ese momento: \n\n —Espero que lo que dicen de vosotros sea verdad. Dicen que cazáis fantasmas. ¿Es eso cierto? Tengo un trabajo que os podría hacer ricos a vosotros y a mí.
UIEndDeadInvestigatorText.uitext,Bob tenía razón. Había mucho más en esa casa y lo subestimasteis. \n\n La pérdida de un colega es un precio demasiado alto. El resto del equipo se va cada uno a su refugio, desolado. \n\n Cada vez que el recuerdo de esta pérdida parece daros un respiro, las preguntas vuelven a vuestras mentes: \n\n ¿Hemos visto todo el mal que había en esa casa? ¿Escapará alguna vez de ese lugar? ¿Cuándo lo hará? ¿Y por qué hemos fracasado?
DINSTR,Si se indica que una fuente de luz se apaga, la carta correspondiente debe ponerse boca abajo, perdiendo todos sus efectos. \n Una fuente de luz encendida tiene su carta boca arriba y tiene todos los efectos indicados en ella y en el libro de reglas. \n\n Un investigador con una fuente de luz encendida puede encender otros Objetos comunes u Objetos únicos que sean fuentes de luz, siempre que estén en su espacio, gastando una {action} por cada uno de ellos. \n\n Un investigador, con una fuente de luz encendida puede gastar una {action} para eliminar una ficha de oscuridad en su espacio. Para ello, la ilustración de la habitación (módulo de tablero) en el espacio donde se encuentre el investigador deberá tener contener algún elemento de luz (como lámparas o apliques). Si lo hay, se descarta la ficha de Oscuridad de ese espacio. Sólo puede descartarse de este modo una ficha de Oscuridad por habitación (localización). \n\n Un investigador con una fuente de luz apagada y que se encuentre en un espacio sin fichas de Oscuridad o en el espacio de un investigador con una fuente de luz encendida puede gastar una {action} para encender una fuente de luz propia que esté apagada.
EventBoardAddTileKitchen.text,Al igual que el resto del lugar, la cocina presenta claros signos de abandono. \n\n Los restos de comida en descomposición se mezclan con las heces de los animales que han llegado para saquear el lugar. \n\n Coloca el módulo {c:TileKitchen} y una ficha de Pared en el lugar señalado.
EventHistorySearchServiceCorridor_1_MeatCleaver.text,En el interior del escritorio hay varias cartas. \n\n Un gran número de sobres han sido abiertos por un lado con un único corte preciso. \n\n El lado derecho del escritorio tiene profundas marcas. \n\n Dentro de un cajón hay una vaina de cuero corta y ancha con un mango rústico. La vaina tiene un pirograbado de una carta abierta y una pesada hoja en su interior. \n\n {qst:RCOMMON} {c:QItemMeatCleaver}.
EventHistorySafeBox.text,Dentro de la cámara acorazada hay una misteriosa caja. \n Está hecha completamente de un pesado metal y adornada con temática de huesos y lo que parecen ser tentáculos. \n\n {qst:RUNIQUE} {c:QItemPuzzleBox}. El jugador que posea este objeto o cualquier otro jugador en su espacio pueden interactuar con la caja usando el menú de Objetos de la aplicación.
EventBoardAddTileGarden.text,Al otro lado de la puerta hay lo que una vez fue una especie de invernadero. Las paredes y ventanas están rotas o ausentes. \n El lugar está invadido por plantas de grandes ramas muertas que han crecido hacia la pared de la cocina. \n\n Coloca el módulo {c:TileBackYard} en el lugar señalado.
EventHistoryInteractionKitchen.text,Es posible utilizar esta ventana como pasadizo entre la cocina y el comedor, pero supone un pequeño esfuerzo. Si has sufrido al menos 1 de Daño y ningún otro efecto te obliga a tirar menos dados al realizar una prueba de {agility}, en ese caso lanza 1 dado menos. \n\n Si la tirada tiene éxito, puedes pasar al otro lado. \n\n Si fallas la tirada, no puedes pasar por la ventana y te quedas donde estabas. \n\n Los monstruos pueden pasar por aquí tirando dados como si rompiesen una obstrucción.
EventHistoryToTheCaves.text,Una serie de ecos y luces provienen del pasadizo. Los primeros metros están forrados de madera y bajan unos metros por una escalera para terminar en un túnel de piedra excavada que se pierde de vista, en dirección al centro de la mansión. \n\n <b>Para descender por aquí, todos los investigadores deben estar juntos en este espacio</b>.
EventBoardAddCultists.text,En dos puntos distantes y a la vez, dos figuras etéreas extienden los brazos en cruz y recitan un cántico que resuena en las paredes de piedra. \n\n El investigador que ha visto las imágenes de la muerte de la pareja identifica a las figuras como la mujer y el hombre de la truculenta escena. \n\n Coloca fichas de Sectario en el lugar señalado.
EventExploreTryOpenBathRoom_1_Influence_Success.text,En una mezcla de recuerdos y visión de lo que está ocurriendo ahora ves como el espíritu adopta la forma de un perro grande. Se detiene frente a ti y te olfatea. De repente te das cuenta de que tienes la mano en el pomo de una puerta abierta.
EventExploreTryOpenBathRoom_1_Influence_Fail.text,En la batalla por el control de tu cuerpo consigues salir victorioso pero no sin que el espíritu haya penetrado profundamente en tus miedos más terribles y te los haya hecho sentir todos juntos, intensa e instantáneamente. {qst:R1DFU}.
EventHistorySearchOffice_1_Clue.text,A primera vista la estantería no tiene nada de interesante. Pero te fijas en unos arañazos en la pared lateral de uno de los estantes. Tras algunos empujones y tirones consigues abrir un falso panel. \n\n Detrás del panel encuentras una macabra colección de manos humanas disecadas con unas pulseras identificativas que contienen los nombres de sus antiguos dueños y las direcciones de sus inmuebles. \n\n {qst:R2CLUE} y sufres 2 de Horror (anulados por {will}).
EventBoardAddTileHall.text,No fue difícil primero encontrar la casa y luego entrar en ella a pesar de que la oscuridad es casi absoluta en esta noche de luna creciente y apenas se puede distinguir lo que hay en el exterior de la finca. \n\n Al entrar por la puerta principal os encontráis con un suntuoso vestíbulo. El polvo se acumula por todas partes. Los jarrones son pequeños cementerios de plantas olvidadas hace tiempo. \n\n Coloca el módulo {c:TileHall} y fichas de Pared en el lugar señalado.
EventHistorySearchYard_4_Fail_AddDice.text,Mientras quitas el polvo del suelo con la mano tomas conciencia de que te encuentras en un vivero y que hay ramas y hojas con las que improvisar una escoba. {qst:DOTEST} ({lore};2). \n\n Si superas la tirada puedes recoger unas ramitas secas que te ayudan a limpiar eso. Lanza 1 Dado adicional si <b>no</b> es la primera vez que realizas esta prueba.
EventBoardAddTileOffice.text,Este debió de ser el despacho de los dueños de la casa. Cómodas sillas de cuero sucio y mohoso ocupan la mayor parte de la primera mitad de la habitación. Quizá puedas encontrar algo útil. El empercudido papel pintado se mezcla con las sombras de la habitación. Un solitario cuadro medio descolgado adorna una pared, amenazando con caerse en cualquier momento. \n\n Coloca el módulo {c:TileOffice} y una ficha de Pared en el lugar señalado.
EventBoardAddTileLivingRoom.text,Ventanas rotas, alfombras y cortinas rasgadas, muebles destrozados, cuadros hechos añicos y todo ello aliñado con olor a pelo mojado, humedad y carne descompuesta. A pesar del viento que entra por lo que antes eran ventanas, el hedor es terrible. \n\n Coloca el módulo {c:TileLivingRoom} en el lugar señalado.
EventDifficultyLevel6.text,Otra sacudida hace temblar las paredes. Del techo cae polvo y desde todas partes te llega el sonido de la madera rompiéndose. \n\n Un par de voces resuenan en tus oídos: \n\n «<b>Está llegando a este mundo. El tiempo se acaba.</b>»
EventHistorySearchYard_4_Fail_Damage.text,En tu prisa por limpiar mueves la mano demasiado rápido y te golpeas con la madera clavándote una gran astilla. \n\n {qst:R1DFD}.
EventHistorySearchYard_4_Fail_Clue.text,En la zona que acabas de limpiar observas unas pequeñas runas de protección talladas alrededor de la trampilla. \n\n Tal vez el viento, el polvo, la arena, el cristal y la madera no sean casuales. \n\n {qst:R1CLUE}.
EventHistorySearchYard_2_Clue_Fail.text,En un intento por investigar el nido tocas a una de las crías de roedor y el ruido que hacen todas juntas parece aumentar y aumentar hasta que te da la impresión de que sus chirridos proceden de todas partes. Aunque te tapas los oídos con las manos, el sonido no disminuye. \n\n Las sombras crecen alrededor de esas diminutas criaturas que ahora son como pequeñas bocas llenas de dientes y sin cuerpo. \n\n La oscuridad se desvanece y sólo oyes el viento. No hay nada en el lugar que ocupaba el nido. \n\n {qst:R1HFU}.
EventBoardAddTileLivingCorridor.text,El aire quieto tras la puerta es más agradable que el de la anterior estancia. Un pasillo conduce más al interior de la casa. \n\n Coloca el módulo {c:TileLivingCorridor_1} y una ficha Pared en el lugar señalado.
EventHistoryRitual1_GainItem.text,El hechizo se realizó con piedras rúnicas, unas ramitas y varias velas. Por las runas se podría deducir que el propósito sería atrapar, contener o disminuir algo. \n\n Ganas el Objeto Común {c:QItemCandles} apagado.
TokenExploreServiceCorridor_2.text,El aire al final del pasillo está bastante cargado y huele a humedad. La pared está cubierta de papel pintado negro lo que hace que la puerta oscura sea casi invisible.
EventHistorySearchBilliards_1_45Automatic.text,El hombre sigue pudriéndose y el olor es terrible. {qst:R1DFD} (anulado por {will}). \n\n Está sentado de espaldas a la pared. Las suelas de sus zapatos se tocan mientras que sus rodillas están en lados opuestos de su cuerpo. Sus manos están sobre su cuerpo junto a un arma de fuego. El rostro aún tiene una expresión de pánico. \n\n {qst:RCOMMON} {c:QItem45Automatic}.
EventHistorySearchBilliards_1_Shotgun.text,El hombre sigue pudriéndose y el olor es terrible. {qst:R1DFD} (anulado por {will}). \n\n Está sentado de espaldas a la pared. Las suelas de sus zapatos se tocan mientras que sus rodillas están en lados opuestos de su cuerpo. Sus manos están sobre su cuerpo junto a un arma de fuego. El rostro aún tiene una expresión de pánico. \n\n {qst:RCOMMON} {c:QItemShotgun}.
EventHistorySearchBilliards_1_Clue.text,El hombre sigue pudriéndose y el olor es terrible. {qst:R1DFD} (anulado por {will}). \n\n Está sentado de espaldas a la pared. Las suelas de sus zapatos se tocan mientras que sus rodillas están en lados opuestos de su cuerpo. El rostro aún tiene una expresión de pánico. \n\n \n\n {qst:R1CLUE}.
EventHistorySearchBilliards_1_18Delinger.text,El hombre sigue pudriéndose y el olor es terrible. {qst:R1DFD} (anulado por {will}). \n\n Está sentado de espaldas a la pared. Las suelas de sus zapatos se tocan, mientras que sus rodillas están en lados opuestos de su cuerpo. Sus manos están delante de su cuerpo junto a un arma de fuego. El rostro aún tiene expresiones de pánico.\n\n {qst:RCOMMON} {c:QItem18Delinger}.
EventHistorySearchBilliards_1_38Revolver.text,El hombre sigue pudriéndose y el olor es terrible. {qst:R1DFD} (anulado por {will}). \n\n Está sentado de espaldas a la pared. Las suelas de sus zapatos se tocan mientras que sus rodillas están en lados opuestos de su cuerpo. Sus manos están sobre su cuerpo junto a un arma de fuego. El rostro aún tiene una expresión de pánico. \n\n {qst:RCOMMON} {c:QItem38Revolver}.
EventHistorySearchBilliards_1_CarbineRifle.text,El hombre sigue pudriéndose y el olor es terrible. {qst:R1DFD} (anulado por {will}). \n\n Está sentado de espaldas a la pared. Las suelas de sus zapatos se tocan mientras que sus rodillas están en lados opuestos de su cuerpo. Sus manos están sobre su cuerpo junto a un arma de fuego. El rostro aún tiene una expresión de pánico. \n\n {qst:RCOMMON} {c:QItemCarbineRifle}.
EventHistorySearchBilliards_1_Knife.text,El hombre sigue pudriéndose y el olor es terrible. {qst:R1DFD} (anulado por {will}). \n\n Está sentado de espaldas a la pared. Las suelas de sus zapatos se tocan mientras que sus rodillas están en lados opuestos de su cuerpo. Sus manos están sobre su cuerpo junto a un arma de filo. El rostro aún tiene una expresión de pánico. \n\n {qst:RCOMMON} {c:QItemKnife}.
EventHistorySearchBilliards_1_Whiskey.text,El hombre sigue pudriéndose y el olor es terrible. {qst:R1DFD} (anulado por {will}). \n\n Está sentado de espaldas a la pared. Las suelas de sus zapatos se tocan mientras que sus rodillas están en lados opuestos de su cuerpo. Sus manos reposan sobre el pecho sosteniendo el cuello de una botella y su cara aún refleja el pánico sufrido. \n\n {qst:R1CLUE} y el Objeto Común {c:QItemWhiskey}.
EventHistorySearchHall_1_Clue.text,Lo que se cayó fue sólo un jarrón. No parece caro pero seguro que algún ladrón podría encontrarlo interesante. Bob tenía razón sobre que el lugar estaba abandonado pero hay algo más, algo que mantiene a los curiosos alejados. \n\n Ganas 1 Pista {clue}.
EventHistoryBoxOpened.text,No te resulta extraño que las cosas que hay dentro de la caja no parezcan haber sufrido con el paso del tiempo. \n\n Encuentras una extraña llave. {qst:RUNIQUE} {c:QItemGoldenKey}. \n\n Dentro de la caja también hay unas muñecas de paja con mechones de pelo humano. Cada una las muñecas está en una bolsa con un nombre y una fecha escritos en ella. \n\n En una bolsa de cuero hay sangre fresca con varias piedras rúnicas sumergidas en ella. \n\n En otra bolsa hay un feto humano de sólo 20 cm de largo, empapado en sangre. \n {qst:R1HFU}.
EventHistoryRitual2_GainItem.text,El ritual incluía lo que parece ser sangre y runas talladas en madera. También hay una daga que probablemente se utilizó para tallar la madera o para conseguir la sangre. Los componentes pueden haber sido utilizados para un ritual de atadura. \n\n {qst:RCOMMON} {c:QItemRitualDagger}.
EventHistorySearchYard_1_Knife.text,Examinas el objeto que está al lado de la puerta. Hay un cuchillo atravesando un esqueleto del tamaño de un gato. \n\n Mirando más de cerca, los huesos parecen de ratón pero la cabeza parece algo diferente: es el doble de grande que la de un ratón normal y la mayoría de ese tamaño "extra" es sólo la boca. Otro elemento extraño del cráneo son los dientes, todos caninos, sin tener los incisivos típicos de un roedor. \n\n {qst:R1HDF} (anulado por {lore}). A continuación ganas el Objeto común {c:QItemKnife}.
EventHistorySearchYard_1_ArcaneManuscript.text,Observando detenidamente notas que la puerta tiene una mancha en forma de mano que atraviesa una fina grieta que recorre la puerta de fuera a dentro, posiblemente un golpe de hacha. \n\n A los pies de la puerta hay un libro caído con dibujos y escritos siniestros. \n\n {qst:RCOMMON} {c:QItemArcaneManuscript}.
EventHistorySearchBathroom_3_ElderWard.text,Los ruidos están producidos por el viento en las tuberías. \n\n Lo extraño es que el viento no procede de las tuberías de entrada de agua sino de los desagües del lavabo, la bañera y el inodoro. Hay algo en el desagüe de la bañera que hace que suene diferente. \n\n {qst:RCOMMON} {c:QItemElderWard}.
EventHistorySearchBathRoom_3_Clue.text,Los ruidos son producidos por el viento en las tuberías. \n\n Lo extraño es que el viento no procede de las tuberías de entrada de agua sino de los desagües del lavabo, la bañera y el inodoro. ¿A dónde van esas tuberías? \n\n {qst:R1CLUE}.
DOORMESSAGE,Las ramas no sólo entran por las rendijas de la puerta sino que también se agitan con el viento. Con un poco de esfuerzo podrías resolver la situación. {qst:DOTEST} de {strength}. Si tienes un Arma pesada, lanza 1 dado adicional.
EventHistorySearchLibrary_1_Wrack.text,Los libros eran probablemente ya antiguos antes de que este lugar quedase abandonado. Algunos están escritos en lenguas extrañas y proceden de lugares exóticos \n\n Uno de ellos está extrañamente mucho mejor conservado que los demás. Al intentar hojearlo te das cuenta de que el libro es falso: está hecho de madera y tiene un compartimento interior. En el compartimento hay un pergamino. \n\n {qst:RSPELL} {c:QItemWrack}.
EventHistorySearchLibrary_1_FleshWard.text,Los libros eran probablemente ya antiguos antes de que este lugar quedase abandonado. Algunos están escritos en lenguas extrañas y proceden de lugares exóticos\n\n Uno de ellos está extrañamente mucho mejor conservado que los demás. Al intentar hojearlo te das cuenta de que el libro es falso: está hecho de madera y tiene un compartimento interior. En el compartimento hay un pergamino.\n\n {qst:RSPELL} {c:QItemFleshWard}.
EventHistorySearchLibrary_1_Shrileving.text,Los libros eran probablemente ya antiguos antes de que este lugar quedase abandonado. Algunos están escritos en lenguas extrañas y proceden de lugares exóticos \n\n Uno de ellos está extrañamente mucho mejor conservado que los demás. Al intentar hojearlo te das cuenta de que el libro es falso: está hecho de madera y tiene un compartimento interior. En el compartimento hay un pergamino. \n\n {qst:RSPELL} {c:QItemShriveling}.
EventHistorySearchLibrary_1_Wither.text,Los libros eran probablemente ya antiguos antes de que este lugar quedase abandonado. Algunos están escritos en lenguas extrañas y proceden de lugares exóticos \n\n Uno de ellos está extrañamente mucho mejor conservado que los demás. Al intentar hojearlo te das cuenta de que el libro es falso: está hecho de madera y tiene un compartimento interior. En el compartimento hay un pergamino. \n\n {qst:RSPELL} {c:QItemWither}.
EventHistorySearchLibrary_1_MedicalTextbook.text,Los libros eran probablemente ya antiguos antes de que este lugar quedase abandonado. Algunos están escritos en lenguas extrañas y proceden de lugares exóticos.\n\n Uno de los libros más antiguos parece algo más interesante. \n\n {qst:RCOMMON} {c:QItemmedicalTextbook}.
EventHistorySearchLirary_1_ArcaneManuscript.text,Los libros eran probablemente ya antiguos antes de que este lugar quedase abandonado. Algunos están escritos en lenguas extrañas y proceden de lugares exóticos\n\n Uno de ellos, con hojas más ásperas y gruesas que los demás, te llama la atención. \n\n {qst:RCOMMON} {c:QItemArcaneManuscript}.
EventHistorySearchBathRoom_1_Clue.text,Los paños no son más que artículos para la higiene personal. \n\n Sin embargo los de arriba tienen marcas de manos, tanto derechas como izquierdas, y de dos tamaños distintos, de lo que parece ser sangre seca. \n\n Concluyes que se trata de dos personas diferentes que manipularon algo que tenía sangre y se limpiaron aquí. Los paños siguen una secuencia: manos pequeñas, manos grandes y manos pequeñas de nuevo. No hay paños con estas marcas más abajo en la pila, sólo paños sucios. \n\n {qst:R1CLUE}.
EventHistorySearchKitchen_1_MeatCleaver.text,Los platos no están bien colocados. Al parecer han desordenado una mesa puesta para una comida. \n\n Te llama la atención un plato hondo que no está bien apoyado sobre la mesa. Al retirarlo ves una especie de cuchillo clavado en la mesa, al lado de unos pequeños huesos que parecen salidos de la pata de un animal. \n\n {qst:RCOMMON} {c:QItemMeatCleaver}.
EventHistoryNonRitualYard_FleshWard.text,Dentro de una de las macetas hay restos de un libro.\n\n Parece ser un tomo arcano. Muchas páginas están podridas, faltan o están borrosas. Pero una secuencia de páginas aún es legible y su contenido es utilizable. \n\n {qst:RSPELL} {c:QItemFleshWard}.
EventHistorySearchLivingRoom_3_Clue.text,Los papeles bajo un pesado cenicero son en realidad páginas de calendarios hechos a mano. Pequeñas marcas indican las fases de la luna. Hay escritos los nombres de personas junto a las fases de luna nueva o menguante. \n\n {qst:R1CLUE}.
EventHistorySearchYard_1_CigarretCase.text,Por pura suerte das una patada a algo metálico que se desliza a tu lado. Cuando te agachas para recoger la cosa metálica, una tabla cae del techo justo por donde ibas, rompiendo una maceta vacía. \n\n {qst:RCOMMON} {c:QItemLuckyCigarretCase}.
EventHistoryPuzzleBox_2sdLock.text,Cuando tocas la placa izquierda, una punta de metal sobresale y te atraviesa la mano. {qst:R1DFD}. \n\n La punta vuelve lentamente hacia abajo, llevándose parte de tu sangre con ella. \n\n La placa derecha se desliza hacia la izquierda por sí sola, revelando una intrincada cerradura. \n\n Puedes intentar abrir la cerradura usando {lore}.
EventHistoryNonRitualYard_45Automatic.text,Un fardo de cuero y tela ha sido arrojado o dejado en el interior de la espesura. \n\n Al abrirlo, ves que hay un arma y parece estar en buenas condiciones para su uso. \n\n {qst:RCOMMON} {c:QItem45Automatic}.
EventHistorySearchLivingCorridor_1_Axe.text,Un gran paño cubre la mayor parte de lo que hay sobre la mesa. Al retirarlo ves una maceta rota y, en lo que sería el centro de esta pequeña escena, la hoja que debió romperla. \n\n {qst:RCOMMON} {c:QItemAxe}.
EventDifficultyLevel3.text,Un pequeño temblor afecta a toda la casa. \n\n Unas corrientes de aire recorren todas las estancias, incluso aquellas en las que no hay ventanas. \n\n Una voz, casi un suspiro, resuena en tus oídos: \n\n —¡Malvados! ¡Nunca les hemos hecho daño! ¡Liberadnos! \n\n Un susurro femenino contesta: \n\n —¡Os liberaremos si matáis a los que han invadido este lugar! O eso, ¡u os quedaréis aquí para siempre! Las almas de los intrusos serán la fuerza necesaria para traer de vuelta a nuestro señor. ¡Su advenimiento ha comenzado!
EventHistoryAddInteractionCaves.text,Un punto de luz flota a pocos centímetros del suelo. De él brotan y se encogen pequeños tentáculos al tiempo que emite grotescos sonidos. Es un portal que se está abriendo. \n\n En el suelo, justo debajo, un círculo de conjuración se perfila, iluminándose. \n\n {qst:ADDINTERACTION}
EventHistorySearchYard_2_Clue_Success.text,Un roedor más grande salta por encima de los más pequeños, en posición defensiva hacia tu mano. Con mucho cuidado, estiras la mano y sacas un trozo de papel de un bolsillo de tela. \n\n El papel es una carta de petición de ayuda y dirigida a un chamán para hacer frente a un par de brujas. \n\n {qst:R2CLUE}.
EventBoardAddTileServiceCorridor.text,La pata de una silla que estaba enganchada bajo la puerta cae y la puerta se abre a un pasillo que se extiende hasta la parte trasera de la mansión. \n\n Coloca el módulo {c:TileServiceCorridor} y una ficha de Pared en el lugar señalado.
EventDifficultyLevel2.text,Procedente de algún lugar de la parte trasera de la casa, una voz fantasmal de mujer resuena: \n\n —¡Esposo, tenemos intrusos! \n\n Una voz masculina responde: \n\n —¿Intrusos? ¡No! ¡Ofrendas! Y desprenden un olor similar al de aquel borracho.
TokenSearchBedRoom_1.text,Sobre la cama hay repartidos varios huesos. Parece evidente que se trata de restos humanos. No hay ni rastro de ropa. Con los huesos hay un trozo de lanza adornado con plumas. \n\n Colocar los huesos de manera ordenada sin duda te ayudará a hacerte una idea más clara de lo sucedido. \n\n Resuelve el rompecabezas con {lore}.
EventHistorySearchLivingRoom_3_Wrack.text,Tapados por la pantalla de la lámpara caída hay varios papeles manchados con excrementos de aves. Uno de ellos, aunque sucio y arrugado, aún es legible. \n\n {qst:RSPELL} {c:QItemWrack}.
EventHistorySearchKitchen2_Clue.text,Es evidente que este montón de trastos fue colocado adrede sobre esta puerta. \n\n Da la impresión de que refuerza el lado de la cocina, no el del comedor. \n\n {qst:R2CLUE}.
EventHistorySearchKitchen2_ElderSignPendant.text,Es evidente que este montón de trastos fue colocado adrede sobre esta puerta. No puedes saber si su intención era impedir que alguien entrara o que saliera. Debe de haber algún otro lugar por el que se pueda acceder a la cocina. \n\n Mirando más de cerca observas algo que no formaría parte de un conjunto de cosas que se pueden encontrar en una cocina y que se usarán para formar una pila. \n\n {qst:RCOMMON} {c:QItemElderSignPendant}.
EventHistorySearchKitchen2_ElderWard.text,Es evidente que este montón de trastos fue colocado adrede sobre esta puerta. No puedes saber si su intención era impedir que alguien entrara o que saliera. Debe de haber algún otro lugar por el que se pueda acceder a la cocina. \n\n Mirando más de cerca observas algo que no formaría parte de un conjunto de cosas que se pueden encontrar en una cocina y que se usarán para formar una pila. \n\n {qst:RCOMMON} {c:QItemElderWard}.
EventHistorySearchKitchen2_Nothing.text,Es evidente que este montón de trastos fue colocado adrede sobre esta puerta. Intentas cruzar la barrera. {qst:DOTEST} ({agility};2). \n\n Si la tirada tiene éxito, resbalas y algunas de las cosas del otro lado caen hacia el comedor, obstruyendo todavía más el paso. \n\n Si fallas la tirada, algunas de las cosas caen del montón y te golpean. {qst:R1DFD}.
EventHistorySearchYard_2_Machete.text,Levantas las solapas y la escena tiene un aspecto ligeramente extraño: han crecido ramitas alrededor de un machete, como si quisieran utilizar la herramienta. \n\n La hoja está en un cubo lleno de aceite y parece estar en condiciones razonables. \n\n {qst:RCOMMON} {c:QItemMachete}.
EventHistorySearchYard_2_Axe.text,Levantas las solapas y la escena tiene un aspecto ligeramente extraño: han crecido ramitas alrededor de un machete, como si quisieran utilizar la herramienta. \n\n La hoja está en un cubo lleno de aceite y parece estar en condiciones razonables. \n\n {qst:RCOMMON} {c:QItemAxe}.
EventHistorySearchYard_4_Success.text,Limpias una sección de las tablas y descubres el contorno de una trampilla. La examinas con más detenimiento y encuentras justo fuera del borde un agujero tallado que forma una intrincada cerradura.\n\n {qst:ADDINTERACTION}
EventHistorySearchYard_4_Fail_HorrorSafe.text,Mueves las manos como si estuvieras quitando el polvo del suelo y tus movimientos se ralentizan ligeramente a medida que el polvo se levanta. Notas como una especie de mano fantasmal intenta atrapar tu puño envuelto en la nube de polvo. \n\n {qst:R1HFD} (anulado por {will}).
EventHistoryGrotesqueStone_Action_P1.text,Te centras en las perlas negras que tiene en lugar de los ojos y colocas los pulgares sobre ellas. El impulso de apretar esas esferas, como si quisieras reventarlas, se apodera de tu cuerpo. \n\n Ya no estás en la habitación polvorienta con huesos. Estás en la misma habitación, pero ahora está limpia y ordenada. \n\n Sobre la alfombra, una persona con rasgos indígenas está sentada mirando algo que parece estar detrás de la cama. En la cama hay una pareja, desnuda y riendo, mirando en dirección a los demás ocupantes de la habitación. \n\n Algunas personas están de pie detrás del hombre que está sentado en el suelo. El indígena asiente y un hombre avanza rápidamente unos pasos y golpea al hombre tumbado en la cama, alcanzándole en la cabeza con la parte posterior de la hoja de su hacha. La fuerza del golpe hace que se hunda parte del cráneo. \n\n {qst:R1HFU} (anulado por {will}). \n
EventHistorySearchYard_4_Fail_Horror.text,Intentas limpiar la zona pero el viento arrastra la suciedad de vuelta. Lo intentas de nuevo pero observas una especie de mano casi translúcida que arrastra la suciedad hacia donde acabas de limpiar, actuando como si fuera el viento. \n\n {qst:R1HFD}.
EventHistorySearchBathRoom_1_Nothing.text,En realidad sentirías más asco por esto si el tiempo transcurrido desde que estos paños fueron colocados aquí hasta ahora fuera más corto. \n\n Las manchas de los paños no dejan lugar a la duda: se usaron para la higiene personal.
EventHistorySearchYard_4_Agility_5.text,Retiras la madera y el cristal pero la arena y el polvo se agitan sin parar a causa del viento. Por un instante te ha parecido divisar algo oculto en las tablas del suelo e inicias una lucha contra el viento para limpiar la zona. {qst:DOTEST} de {agility}.
EventHistorySearchYard_4_Agility_4.text,Retiras la madera y el cristal pero la arena y el polvo se agitan sin parar a causa del viento. Por un instante te ha parecido divisar algo oculto en las tablas del suelo e inicias una lucha contra el viento para limpiar la zona. {qst:DOTEST} de {agility}.
EventHistorySearchYard_4_Agility_3.text,Retiras la madera y el cristal pero la arena y el polvo se agitan sin parar a causa del viento. Por un instante te ha parecido divisar algo oculto en las tablas del suelo e inicias una lucha contra el viento para limpiar la zona. {qst:DOTEST} de {agility}.
EventHistorySearchYard_1_Clue.text,Te agachas para inspeccionar el lugar, pero sólo encuentras macetas rotas. \n\n Al levantarte observas que a la altura de tus ojos hay marcas que forman un círculo mágico incompleto. El dibujo del círculo parece haber sido interrumpido por algo que atravesó la puerta de fuera hacia dentro. \n\n Ganas 2 Pistas {clue}.
EventHistorySearchYard_1_Nothing.text,Observas entre las sombras una bola más grande que tu puño. Al intentar cogerla, te das cuenta de que se trata de una sobra que crece adoptando la forma de unas garras que tratan de agarrarte por la mano. {qst:DOTEST} ({agility};2). \n\n Si superas la tirada, apartas a tiempo la mano y la sombra se esfuma. \n\n Si fallas la tirada, la garra te golpea y se contorsiona hasta desvanecerse. {qst:R1DFD} y adquieres el estado <i>Aturdido</i>.
EventHistoryFinalBoss.text,Interrumpes la contramagia mientras el portal se mueve y se detiene sobre el agua. \n\n Rápidamente, el punto de luz desciende y toca la superficie. En lugar de sumergirse, la pequeña luz distorsiona el espacio, haciendo que sea imposible diferenciar el agua del agujero infinito que hay debajo. \n\n El agujero se deforma de nuevo hacia arriba y cuando vuelve a su forma anterior, deja al descubierto una criatura.
